구분(지역),관리센터명,센터유형,연락처,주소,주소(세)
경기,한국장애경제인협회 경기지회,사회복지분야 법인/단체,02-6082-1038,경기도 안산시 단원구 신길동,1702번지 1층  (팩스 0504-848-2010)
경기,희망의 마을 양로원,노인복지시설,031-962-8338,경기도 고양시 덕양구 내유길 30 (내유동),희망의마을 양로원
경기,실로암요양원,장애인복지시설,031-876-2900,경기 양주시 광적면비암리 ,618-1
경기,송산지역아동센터,아동복지시설,031-232-1795,경기 화성시 송산동   ,165-3번지 송산프라자 302호
경기,다솔동산,아동복지시설,031-356-0805,경기 화성시 비봉면청요리 ,665
경기,매송지역아동센터,아동복지시설,0707-750-2845,경기 화성시 매송면원평리 ,64-5번지 동창빌딩 301
경기,화성지역자활센터,기타,031-354-1129,경기도 화성시 향남읍 도이리 ,산31-6
경북,꿈터지역아동센터,아동복지시설,054-476-2110,경북 구미시 인의동 ,680-13번지 1층
경북,안동 혜성요양원,노인복지시설,054-821-9050,경북 안동시 송천동 ,1319-94번지
서울,신당데이케어센터,노인복지시설,02-2231-1949,서울특별시 중구 다산로25길 6 (신당동),신당데이케어센터
경북,포항교육지원청Wee센터,기타,054-244-2097,경북 포항시 북구 동빈1가  ,90번지 포항중앙초등학교 3층 
경북,사회복지법인 꿈마을,기타,054-533-5545,경북 상주시 내서면 신촌3길 77,188-6
강원,월드비전 강원지부,기타,033-254-7244,강원 춘천시 효자1동 ,373-90
경북,금성노인복지관,노인복지시설,054-832-3400,경북 의성군 금성면 동부로 2404,금성노인복지관
경북,프란치스꼬 청소년의집,아동복지시설,054-821-9632,경북 안동시 용상동 ,490-1
경북,성요셉마을,장애인복지시설,054-435-4176,경북 김천시 남면오봉리 ,201
경북,예천노인전문요양원,노인복지시설,054-652-2435,경북 예천군 유천면가리 ,263번지
서울,이레구강건강생활연구소,기타,02-6223-8167,서울특별시 중구 쌍림동,157-1 4층 401호
서울,역삼노인복지센터,노인복지시설,02-501-5674,서울 강남구 역삼동 ,781-34
제주,성심노인요양원,노인복지시설,064-757-7780,제주 제주시 화북2동 ,Mar-44
부산,부산진구장애인복지관,장애인복지시설,051-808-8190,부산 부산진구 전포동 ,581
부산,인창동구노인요양원,보건의료,051-464-1004,부산 동구 고관로 34 (초량동),인창동구노인요양원
대구,의료법인 성동병원,보건의료,053-325-0009,대구 북구 관음동 ,1404-2번지
강원,(재)가나안복민회 가나안농군학교(원주),기타,033-762-5090,강원 원주시 신림면 연봉정길 5,가나안농군학교
서울,월드비전 서울남지부,사회복지분야 법인/단체,02-401-1949,서울특별시 송파구 오금로51길 34 (거여동),월드비전 서울남부지역본부
서울,서초지역아동센터,아동복지시설,02-522-9526,서울 서초구 방배천로8길 35-3 (방배동),2층
제주,인도어린이집,아동복지시설,064-755-1309,제주 제주시 도련1동 ,1709
제주,한빛지역아동센터,아동복지시설,064-712-7752,제주 제주시 애월읍하귀1리  ,222-7
제주,한아름 전문요양원,노인복지시설,064-721-6660,제주 제주시 이도1동 ,1372-4
제주,한사랑지역아동센터,아동복지시설,064-796-6692,제주특별자치도 제주시 한림읍 명랑남동길,25
중앙,대한적십자사,적십자사,000-1600-3705,서울 중구 남산동3가 ,32
제주,전원요양원,노인복지시설,064-758-5788,제주특별자치도 제주시 기자서길,20-16(아라이동)
경북,청도군건강가정지원센터,기타,054-373-8134,경북 청도군 화양읍동천리 ,457 청소년수련관 3층 청도군건강가정지원센터
광주,사단법인 맥지청소년사회교육원,기타,062-368-8041,광주 동구 소태동 ,449
부산,하단지역아동센터,아동복지시설,051-2040-1388,"부산 사하구 낙동남로 1362 (하단동, 나산리츠)",201호
부산,중앙효요양병원,보건의료,051-208-8601,부산 사하구 하단동 ,476-10
부산,기술보증기금,기업체,051-606-7558,부산 남구 문현금융로 33 (문현동),"33, 기술보증기금 11층 홍보실"
부산,부산진구다문화가족지원센터,사회복지분야 법인/단체,051-817-4313,부산 부산진구 당감동 ,516-8번지 부산진구여성가족문화센터 2층
부산,복)부산라이트하우스,장애인복지시설,051-256-3096,부산 서구 충무대로 73 (암남동),부산라이트하우스
부산,참살이클럽하우스,정신요양시설,051-554-0562,부산 동래구 온천2동 ,1436-3 3층
부산,명륜지역아동센터,아동복지시설,051-553-8279,부산 동래구 명륜2동 ,172-24
부산,부산노인전문제1병원,보건의료,051-342-7272,부산 북구 만덕3동 ,774-26
부산,부산진구노인복지관,노인복지시설,051-808-8090,부산 부산진구 전포동 ,581
부산,샘물지역아동센터,아동복지시설,051-322-0675,부산 사상구 엄궁동 ,엄궁북로4번길 32-10
인천,예림공동생활가정1호,장애인복지시설,032-503-8516,인천광역시 부평구 삼산동 체육관로 111,삼산주공타운 411-1505
인천,효성노인문화센터,노인복지시설,032-541-1882,인천 계양구 효성동 ,177-4
인천,누리마루아동복지종합센터,아동복지시설,032-876-5607,인천 남구 도화동 ,120-12 누리마루아동복지종합센터
인천,다사랑의집,노숙인복지시설,032-886-8780,인천 미추홀구 인주대로11번길 34-10 (숭의동),다사랑의집
서울,서울시 금천구정신건강복지센터,정신요양시설,02-3281-9317,서울특별시 금천구 시흥대로123길 11 (독산동),5층 금천구정신건강복지센터
경기,평화의집,아동복지시설,031-449-2596,경기도 안양시 동안구 임곡로,60
경기,꿈나무의집,장애인복지시설,031-977-3452,경기 고양시 일산동구 설문동  ,492
경남,(사)의령군장애인부모회,장애인복지시설,055-574-0051,경상남도 의령군 의령읍 의병로8길,44(종합사회복지관3층)
경남,비젼평생교육원,기타,055-386-7047,경남 양산시 북정동 ,"427, 2층"
제주,어린이재단 제주지역본부,사회복지분야 법인/단체,064-753-3703,제주 제주시 도남동 ,Jul-68
경남,산청성모노인복지센터,노인복지시설,055-974-0091,경남 산청군 금서면평촌리 ,289
경남,지역아동센터 영현비젼공부방,아동복지시설,055-327-2739,경남 김해시 외동 ,1357
경남,민들레집,장애인복지시설,055-641-2933,경남 통영시 정량동 ,"162-5, 2층"
경기,용인시건강가정지원센터,기타,031-323-7181,경기도 용인시 수지구 상현동,1129-2 용인종합가족센터 3층 용인시건강가정지원센터
경기,해바라기 의료소비자 생활협동조합,기타,031-282-0791,경기 용인시 기흥구 신갈동   ,1-6번지 한솔프라자 201호
경기,한국노총 용인지역지부,기타,031-333-2074,경기 용인시 처인구 중부대로 1356 (김량장동),노동복지회관(한국노총용인지역지부)
경기,중앙동복지회관,사회복지관,031-747-9544,경기도 성남시 중원구 중앙동,1539
경기,용인시사랑의집,노인복지시설,031-338-5100,경기도 용인시 처인구 김량장동,353번지 용인시사랑의집
경기,의정부영아원,아동복지시설,031-878-0078,경기 의정부시 녹양동 ,318-5
경기,하남시건강가정지원센터,보건의료,031-790-2966,경기 하남시 신장2동 ,521-5번지 별관 4층
경기,고양시소규모노인종합센터,노인복지시설,031-967-3403,경기 고양시 덕양구 성사1동 ,705번지
전북,군산지역자활센터,사회복지분야 법인/단체,063-463-9731,전북 군산시 신영1길 5 (평화동), 2층 군산지역자활센터
대구,한사랑마을,장애인복지시설,053-616-4420,대구 달성군 현풍면자모리 ,881번지
경북,도움터 기쁨의 집,장애인복지시설,054-255-0041,경상북도 포항시 북구 기계면 고지길 62-63,도움터기쁨의집
경북,경북서북부노인보호전문기관,노인복지시설,054-655-1389,경상북도 예천군 예천읍 충효로,424-21
서울,동원데이케어센터,노인복지시설,02-957-0806,서울 동대문구 제기동   ,880
서울,보라매지역아동센터,아동복지시설,02-889-0247,서울특별시 관악구 보라매동,704-11번지 3층
전남,동화지역아동센터,아동복지시설,070-7718-1418,전남 장성군 동화면구림리 ,200-8
대구,대구삼성어린이집,기타,053-255-7854,대구 중구 남산2동 ,153-4번지
울산,파랑지역아동센터,아동복지시설,052-264-8669,울산 울주군 상북면궁근정리 ,919번지
울산,노엘지역아동센터,아동복지시설,052-225-3974,울산 중구 다운5길 38 (다운동),2층
서울,궁동종합사회복지관,사회복지관,02-2613-9367,서울 구로구 궁동 ,오리로 22길 5 (궁동 108-9)
서울,참사랑주간보호센터,장애인복지시설,02-430-8003,서울 송파구 오금동 ,25 참사랑교회 별관 3층
대구,호동원,아동복지시설,053-471-7589,대구 남구 희망로5길 19 (이천동),호동원
충남,신관지역아동센터,아동복지시설,041-852-2122,충남 공주시 신관동 ,340-11번지 1층
충남,삼성디스플레이(주),기업체,041-623-1499,충청남도 아산시 탕정면 명암리 ,150 삼성디스플레이 사회봉사단
서울,용산구다문화가족지원센터,사회복지분야 법인/단체,02-797-9177,서울 용산구 한남동   ,685-46번지 한남동공영주차장/복합문화센터 3층
서울,(재)예수의꽃동네유지재단,사회복지분야 법인/단체,02-3672-5244,서울 종로구 낙원동 ,5 서울꽃동네사랑의집
제주,사회복지법인 청수,사회복지분야 법인/단체,064-773-2010,제주 제주시 한경면청수리  ,573
전남,삼육지역아동센터,아동복지시설,061-681-0787,전남 여수시 신기동 ,Nov-64
전남,연등지역아동센터,아동복지시설,061-666-3663,전남 여수시 연등동 ,726-12
전남,초록어린이지역아동센터,아동복지시설,061-665-6660,전남 여수시 동산동 ,461-1
전남,여수시니어클럽,노인복지시설,061-692-4555,전라남도 여수시 만흥동 만흥2길,9
전남,해남군다문화가족지원센터,여성복지시설,061-534-0017,전남 해남군 해남읍해리 ,159-5
전남,진원지역아동센터,아동복지시설,070-7720-2772,전라남도 장성군 진원면 산정길 3,진원지역아동센터
전남,소망뜰노인전문요양원,노인복지시설,061-324-7780,전남 함평군 해보면금덕리 ,562
전남,평화의집노인복지센터,노인복지시설,061-537-1400,전라남도 해남군 해남읍 천변2길 45-4,평화의집노인복지센터
전남,광양시노인전문요양원,노인복지시설,061-794-3881,전남 광양시 옥곡면대죽리 ,664
인천,동양노인문화센터,노인복지시설,032-555-7766,인천 계양구 동양로 74-29 (동양동),387-3
인천,연수구건강가정지원센터,기타,032-851-2741,인천광역시 연수구 연수2동  ,청능대로 109 탑피온빌딩 4층
인천,참노인요양원,노인복지시설,032-552-0019,인천 계양구 용종동 ,209-2 강남오피스텔 3층
전남,사랑지역아동센터,아동복지시설,061-322-1082,전라남도 함평군 월야면,금석길 82
전남,해남군건강가정지원센터,기타,061-534-0215,전남 해남군 해남읍해리 ,159-5
전남,무안군다문화가족지원센터,여성복지시설,061-452-1813,전남 무안군 무안읍성동리 ,511
전남,황룡스마팅지역아동센터,아동복지시설,061-392-6919,전남 장성군 황룡면월평리 ,138-13
전남,동서노인복지센터,노인복지시설,061-280-8181,전남 목포시 상동 ,577-1 별관동
전남,여수사랑재활요양병원,보건의료,061-808-1221,전남 여수시 봉산동 ,267-40
전남,느티나무지역아동센터,아동복지시설,061-274-0803,전남 목포시 용당1동 ,1088-9번지 가톨릭문화회관 3층
전남,참좋은노인복지센터,노인복지시설,061-763-3927,전남 광양시 중동 ,1295-5
전남,어린엄마둥지,여성복지시설,061-333-0054,전남 나주시 보산동 ,135-10
충북,충북곰두리봉사회,사회복지분야 법인/단체,043-263-5119,충북 청주시 흥덕구 사창동 ,242-26
충남,의료법인 청화의료재단 시민요양원,노인복지시설,041-546-8264,충청남도 아산시 상성길50번길 106,(영인면)
세종,(사)세종시장애인부모회,장애인복지시설,044-868-6100,세종특별자치시   조치원읍,새내10길 61.401호
충남,장마루지역아동센터,아동복지시설,041-733-0983,충남 논산시 노성면호암리 ,375-14
